Date,rate_BA,rate_VOO,Sector,rate_GE
2024-03-06,6.07,15.15,Industrials,93.11
2024-03-07,7.13,16.24,Industrials,100.91
2024-03-08,4.77,15.57,Industrials,102.53
2024-03-11,1.65,15.48,Industrials,100.97
2024-03-12,-2.66,16.5,Industrials,101.87
2024-03-13,-3.65,16.35,Industrials,104.55
2024-03-14,-4.28,16.14,Industrials,101.16
2024-03-15,-3.56,15.48,Industrials,103.28
2024-03-18,-4.96,16.07,Industrials,104.3
2024-03-19,-4.28,16.58,Industrials,107.66
2024-03-20,-0.79,17.38,Industrials,108.11
2024-03-21,-0.84,17.69,Industrials,110.67
2024-03-22,-0.23,17.27,Industrials,109.26
2024-03-25,1.11,17.03,Industrials,107.69
2024-03-26,-0.94,16.78,Industrials,107.75
2024-03-27,1.39,17.57,Industrials,114.79
2024-03-28,1.94,17.56,Industrials,109.87
2024-04-01,0.11,17.14,Industrials,107.8
2024-04-02,-0.65,16.47,Industrials,103.61
2024-04-03,-2.28,16.56,Industrials,114.62
2024-04-04,-3.12,15.31,Industrials,116.75
2024-04-05,-3.2,16.37,Industrials,127.48
2024-04-08,-4.02,16.41,Industrials,127.74
2024-04-09,-5.82,16.55,Industrials,125.3
2024-04-10,-7.65,15.5,Industrials,127.85
2024-04-11,-8.31,16.27,Industrials,129.14
2024-04-12,-10.3,14.8,Industrials,125.47
2024-04-15,-11.2,13.46,Industrials,124.35
2024-04-16,-9.77,13.26,Industrials,128.42
2024-04-17,-9.95,12.6,Industrials,126.97
2024-04-18,-9.94,12.36,Industrials,123.34
2024-04-19,-10.15,11.45,Industrials,116.84
2024-04-22,-9.81,12.38,Industrials,119.68
2024-04-23,-10.49,13.77,Industrials,137.03
2024-04-24,-13.03,13.69,Industrials,132.24
2024-04-25,-11.73,13.23,Industrials,135.13
2024-04-26,-11.52,14.34,Industrials,136.66
2024-04-29,-8.23,14.73,Industrials,139.64
2024-04-30,-11.19,12.94,Industrials,135.92
2024-05-01,-9.14,12.36,Industrials,130.7
2024-05-02,-5.32,13.38,Industrials,134.74
2024-05-03,-4.84,14.75,Industrials,136.76
2024-05-06,-5.58,15.88,Industrials,142.06
2024-05-07,-6.44,16.04,Industrials,143.17
2024-05-08,-4.54,16.05,Industrials,143.28
2024-05-09,-4.07,16.7,Industrials,141.41
2024-05-10,-5.5,16.85,Industrials,135.75
2024-05-13,-5.53,16.85,Industrials,130.43
2024-05-14,-4.32,17.4,Industrials,131.13
2024-05-15,-6.3,18.81,Industrials,136.02
2024-05-16,-3.16,18.58,Industrials,132.71
2024-05-17,-2.12,18.76,Industrials,130.98
2024-05-20,-1.25,18.87,Industrials,130.12
2024-05-21,-2.21,19.19,Industrials,132.57
2024-05-22,-1.42,18.84,Industrials,132.3
2024-05-23,-8.83,17.97,Industrials,138.64
2024-05-24,-7.62,18.76,Industrials,141.59
2024-05-28,-7.32,18.86,Industrials,143.35
2024-05-29,-9.13,18.03,Industrials,136.28
2024-05-30,-8.55,17.25,Industrials,137.13
2024-05-31,-5.99,18.26,Industrials,138.47
2024-06-03,-2.28,18.08,Industrials,131.01
2024-06-04,-0.17,18.22,Industrials,130.89
2024-06-05,0.47,19.6,Industrials,132.55
2024-06-06,1.29,19.58,Industrials,129.82
2024-06-07,0.68,19.43,Industrials,131.66
2024-06-10,0.61,19.81,Industrials,132.96
2024-06-11,-1.81,20.08,Industrials,129.43
2024-06-12,-3.29,21.06,Industrials,130.41
2024-06-13,-4.33,21.28,Industrials,122.8
2024-06-14,-6.13,21.38,Industrials,123.07
2024-06-17,-5.54,22.32,Industrials,133.51
2024-06-18,-7.33,22.64,Industrials,135.99
2024-06-20,-6.64,22.31,Industrials,136.04
2024-06-21,-6.17,22.21,Industrials,133.57
